sep=,
Group,Side,TF,Indicator,N,Mean,Median,Q25,Q75,Min,Max
SETUP_STOP,ALL,H1,EMA200_DIST_POINTS,365,4018.764729,1721.911283,853.499151,3973.413334,2.948363,48792.421407
SETUP_STOP,ALL,H1,EMA200_DIST_ATR,365,-0.509220,0.207689,-4.920162,3.652669,-15.527422,13.198103
SETUP_STOP,ALL,H4,RSI,360,46.861547,47.262903,37.319909,55.979421,10.416686,83.987652
SETUP_STOP,ALL,H4,ADX,360,29.306843,27.482857,21.437367,36.277793,10.946815,63.257302
SETUP_STOP,ALL,H4,CCI,360,-34.594889,-29.912547,-123.350274,42.132953,-432.354644,306.199274
SETUP_STOP,ALL,H4,DI_PLUS,360,16.294688,15.495906,11.376096,20.726113,1.872096,33.386573
SETUP_STOP,ALL,H4,DI_MINUS,360,19.830568,18.549869,13.644211,25.328723,4.164351,50.113185
SETUP_STOP,ALL,H4,DI_GAP,360,11.148390,9.432407,4.772001,15.669099,0.096201,42.513753
SETUP_STOP,ALL,H4,ATR,360,19.637386,8.663125,4.752250,24.426875,1.958750,236.049000
SETUP_STOP,ALL,H4,ATR_PCT_PRICE,360,0.624295,0.466564,0.300647,0.722187,0.136208,5.034332
SETUP_STOP,ALL,H4,EMA200_DIST_POINTS,360,7529.663907,3511.764393,1397.138179,8031.814018,9.541926,73598.699004
SETUP_STOP,ALL,H4,EMA200_DIST_ATR,360,0.261211,0.369227,-3.433037,4.164157,-13.458563,19.108330
SETUP_STOP,BUY,M1,RSI,310,31.020774,28.136619,22.963786,36.824792,4.070324,80.813131
SETUP_STOP,BUY,M1,ADX,310,35.748046,32.975630,25.146587,44.929170,11.044697,89.058620
SETUP_STOP,BUY,M1,CCI,310,-144.976468,-165.685579,-225.818339,-97.682974,-466.666667,281.504760
SETUP_STOP,BUY,M1,DI_PLUS,310,12.565400,11.348759,7.432570,17.213357,0.894981,37.376396
SETUP_STOP,BUY,M1,DI_MINUS,310,31.810942,33.004509,24.900697,38.900715,6.387880,58.632991
SETUP_STOP,BUY,M1,DI_GAP,310,21.388909,22.012277,11.419323,30.065842,0.204886,57.285740
SETUP_STOP,BUY,M1,ATR,310,1.858394,0.960375,0.448000,2.033437,0.077000,19.901500
SETUP_STOP,BUY,M1,ATR_PCT_PRICE,310,0.063575,0.045639,0.026966,0.079677,0.005816,0.416671
SETUP_STOP,BUY,M1,EMA200_DIST_POINTS,310,967.224471,463.489816,182.537116,1041.619349,3.367892,12329.541680
SETUP_STOP,BUY,M1,EMA200_DIST_ATR,310,-5.098168,-5.035463,-7.110262,-3.263763,-18.004947,10.596389
SETUP_STOP,BUY,M5,RSI,310,32.085387,30.543126,23.753539,38.860096,7.880969,70.975830
SETUP_STOP,BUY,M5,ADX,310,35.716188,33.651235,26.002925,44.464797,10.757575,77.573579
SETUP_STOP,BUY,M5,CCI,310,-164.100119,-158.882403,-215.111348,-115.823792,-438.706121,398.437288
SETUP_STOP,BUY,M5,DI_PLUS,310,10.200592,9.465682,7.062085,12.562669,1.210981,29.649484
SETUP_STOP,BUY,M5,DI_MINUS,310,29.895431,29.873768,25.413202,34.953641,11.798387,53.992585
